,year,IAM_region,powertrain,size,vintage_year,vintage_demand_vkm
183,2040,CAZ,BEV,Large,2034,6125
184,2040,CAZ,BEV,Large,2035,7399
185,2040,CAZ,BEV,Large,2036,7736
186,2040,CAZ,BEV,Large,2037,8059
187,2040,CAZ,BEV,Large,2038,8106
188,2040,CAZ,BEV,Large,2039,8155
223,2045,CAZ,BEV,Large,2030,383
224,2045,CAZ,BEV,Large,2031,1209
225,2045,CAZ,BEV,Large,2032,2203
226,2045,CAZ,BEV,Large,2033,3392
227,2045,CAZ,BEV,Large,2034,4740
228,2045,CAZ,BEV,Large,2035,6259
229,2045,CAZ,BEV,Large,2036,6959
230,2045,CAZ,BEV,Large,2037,7562
231,2045,CAZ,BEV,Large,2038,7821
232,2045,CAZ,BEV,Large,2039,8007
233,2045,CAZ,BEV,Large,2040,8141
234,2045,CAZ,BEV,Large,2041,8442
235,2045,CAZ,BEV,Large,2042,8437
236,2045,CAZ,BEV,Large,2043,8336
237,2045,CAZ,BEV,Large,2044,8237
277,2050,CAZ,BEV,Large,2035,945
278,2050,CAZ,BEV,Large,2036,2668
279,2050,CAZ,BEV,Large,2037,4176
280,2050,CAZ,BEV,Large,2038,5306
281,2050,CAZ,BEV,Large,2039,6197
282,2050,CAZ,BEV,Large,2040,6886
283,2050,CAZ,BEV,Large,2041,7594
284,2050,CAZ,BEV,Large,2042,7916
285,2050,CAZ,BEV,Large,2043,8043
286,2050,CAZ,BEV,Large,2044,8088
287,2050,CAZ,BEV,Large,2045,8100
288,2050,CAZ,BEV,Large,2046,8055
289,2050,CAZ,BEV,Large,2047,8136
290,2050,CAZ,BEV,Large,2048,8319
291,2050,CAZ,BEV,Large,2049,8522
336,2055,CAZ,BEV,Large,2040,1040
337,2055,CAZ,BEV,Large,2041,2912
338,2055,CAZ,BEV,Large,2042,4371
339,2055,CAZ,BEV,Large,2043,5457
340,2055,CAZ,BEV,Large,2044,6259
341,2055,CAZ,BEV,Large,2045,6852
342,2055,CAZ,BEV,Large,2046,7245
343,2055,CAZ,BEV,Large,2047,7633
344,2055,CAZ,BEV,Large,2048,8026
345,2055,CAZ,BEV,Large,2049,8368
346,2055,CAZ,BEV,Large,2050,8638
347,2055,CAZ,BEV,Large,2051,8576
348,2055,CAZ,BEV,Large,2052,8665
349,2055,CAZ,BEV,Large,2053,8688
350,2055,CAZ,BEV,Large,2054,8675
400,2060,CAZ,BEV,Large,2045,1035
